1,刘若川,男,博士,研究员,算术几何与代数数论,北京大学,中国
2,连增,男,博士,研究员,无穷维动力系统的遍历理论,四川大学,中国
3,雷震,男,博士,教授,偏微分方程,复旦大学,中国
4,刘思齐,男,博士,教授,可积系统及其应用,清华大学,中国
5,丁龙云,男,博士,教授,描述集合论,南开大学,中国
6,郑伟英,男,博士,研究员,偏微分方程数值解,中国科学院数学与系统科学研究院,中国
7,吕海宝,男,博士,教授,智能材料与结构力学,哈尔滨工业大学,中国
8,柯燎亮,男,博士,教授,功能材料与结构力学,北京交通大学,中国
9,王宏涛,男,博士,教授,新型材料的力学问题,浙江大学,中国
10,陈小前,男,博士,教授,飞行器多学科设计优化,中国人民解放军国防科学技术大学,中国
11,刘应征,男,博士,教授,先进实验流体测量方法与技术,上海交通大学,中国
12,袁业飞,男,博士,教授,黑洞相对论性吸积,中国科学技术大学,中国
13,李菂,男,博士,研究员,大型射电望远镜巡天及星际介质演化,中国科学院国家天文台,中国
14,吴雪峰,男,博士,研究员,高能时域天文,中国科学院紫金山天文台,中国
15,冯济,男,博士,研究员,电子结构计算和材料物性,北京大学,中国
16,周树云,女,博士,教授,表面、界面和低维系统的电子结构,清华大学,中国
17,王浩华,男,博士,教授,超导量子计算和量子模拟,浙江大学,中国
18,彭良友,男,博士,副教授,强场现象与阿秒物理,北京大学,中国
19,傅立斌,男,博士,研究员,极端条件下原子分子系统的含时动力学,北京应用物理与计算数学研究所,中国
20,蔡庆宇,男,博士,研究员,量子信息与黑洞信息丢失问题,中国科学院武汉物理与数学研究所,中国
21,黄吉平,男,博士,教授,复杂系统的结构设计与功能控制,复旦大学,中国
22,曹庆宏,男,博士,研究员,理论粒子物理,北京大学,中国
23,黄梅,女,博士,研究员,强耦合夸克物质性质和量子色动力学相结构,中国科学院高能物理研究所,中国
24,岳骞,男,博士,高级工程师,高纯锗探测器稀有事例探测实验,清华大学,中国
25,江海龙,男,博士,教授,功能配合物化学,中国科学技术大学,中国
26,张新波,男,博士,研究员,无机材料化学,中国科学院长春应用化学研究所,中国
27,熊宇杰,男,博士,教授,无机固体的精准制备化学,中国科学技术大学,中国
28,邓亮,男,博士,研究员,有机金属化学,中国科学院上海有机化学研究所,中国
29,汤文军,男,博士,研究员,催化不对称合成,中国科学院上海有机化学研究所,中国
30,陈弓,男,博士,教授,复杂糖肽化合物的有机合成和化学生物学研究,南开大学,中国
31,周剑,男,博士,教授,不对称催化,华东师范大学,中国
32,张文雄,男,博士,教授,金属有机化学,北京大学,中国
33,侯军利,男,博士,教授,功能有机超分子化学,复旦大学,中国
34,陈雪波,男,博士,教授,理论和计算光化学,北京师范大学,中国
35,马丁,男,博士,研究员,催化化学,北京大学,中国
36,金盛烨,男,博士,研究员,超快光谱与动力学,中国科学院大连化学物理研究所,中国
37,邹勃,男,博士,教授,高压超分子物理化学,吉林大学,中国
38,江颖,男,博士,研究员,单分子物理化学特性的研究和调控,北京大学,中国
39,王栋,男,博士,研究员,表界面分子组装与反应,中国科学院化学研究所,中国
40,赵新,男,博士,研究员,二维高分子,中国科学院上海有机化学研究所,中国
41,吴德成,男,博士,研究员,生物医用高分子,中国科学院化学研究所,中国
42,程义云,男,博士,研究员,高分子载体,华东师范大学,中国
43,刘明杰,男,博士,教授,高分子复合凝胶,北京航空航天大学,中国
44,黄卫华,男,博士,教授,单细胞分析,武汉大学,中国
45,张丽华,女,博士,研究员,复杂生物样品分离分析,中国科学院大连化学物理研究所,中国
46,汪乐余,男,博士,教授,纳米探针与成像分析,北京化工大学,中国
47,张凡,男,博士,教授,生化分析与生物传感,复旦大学,中国
48,聂舟,男,博士,教授,生化分析与生物传感,湖南大学,中国
49,梁高林,男,博士,教授,生物成像分析,中国科学技术大学,中国
50,邢华斌,男,博士,教授,化工分离过程,浙江大学,中国
51,初广文,男,博士,教授,超重力反应器工程,北京化工大学,中国
52,尹双凤,男,博士,教授,工业催化,湖南大学,中国
53,要茂盛,男,博士,研究员,生物气溶胶,北京大学,中国
54,杨财广,男,博士,研究员,蛋白质功能的化学干预,中国科学院上海药物研究所,中国
55,蔡磊,男,博士,研究员,真菌资源、分类与系统演化,中国科学院微生物研究所,中国
56,戴俊彪,男,博士,研究员,微生物合成生物学,中国科学院深圳先进技术研究院,中国
57,沈锡辉,男,博士,教授,微生物环境适应机制,西北农林科技大学,中国
58,肖仕,男,博士,教授,植物低氧感受与信号转导,中山大学,中国
59,秦跟基,男,博士,教授,植物叶片发育的保守转录调控机制,北京大学,中国
60,张全国,男,博士,教授,进化生态学,北京师范大学,中国
61,高宁,男,博士,教授,生物大分子复合物的高分辨冷冻电镜结构研究,北京大学,中国
